Department,Monthly Income,Business Travel,Over Time,Job Satisfaction,Work Life Balance,Years At Company,Attrition
Sales,5318.989107,Travel_Rarely,No,3,3,6,No
Human Resources,5647.98449,Non-Travel,No,4,3,10,No
Sales,5496.909376,Travel_Frequently,No,3,3,10,No
Research & Development,5250.112649,Travel_Frequently,Yes,1,4,7,Yes
Sales,4469.641533,Travel_Rarely,No,4,1,8,Yes
Research & Development,4928.667538,Non-Travel,No,2,3,7,No
Human Resources,4283.673,Travel_Rarely,No,4,1,10,Yes
Sales,5375.169159,Travel_Frequently,No,4,3,12,No
Research & Development,5164.716428,Non-Travel,No,3,3,8,No
Human Resources,4978.823654,Travel_Rarely,Yes,1,2,10,Yes
Sales,4744.737041,Travel_Frequently,Yes,3,4,11,Yes
Research & Development,4139.079024,Non-Travel,Yes,1,1,8,Yes
Sales,4858.889917,Travel_Frequently,Yes,2,2,13,Yes
Sales,4764.766482,Non-Travel,No,2,4,12,No
Human Resources,5199.115355,Travel_Rarely,No,4,1,10,No
Sales,4558.231285,Non-Travel,No,2,2,8,No
Human Resources,4603.81129,Travel_Frequently,Yes,1,1,6,Yes
Research & Development,5174.572148,Non-Travel,No,3,2,7,No
Human Resources,5580.978866,Non-Travel,No,4,4,9,No
Research & Development,5683.4516,Travel_Rarely,Yes,2,3,11,Yes
Research & Development,5081.195222,Travel_Frequently,No,3,2,9,No
Human Resources,4893.101,Travel_Frequently,No,1,4,6,Yes
Sales,5168.860728,Non-Travel,Yes,4,2,10,No
Research & Development,4803.968862,Travel_Frequently,No,2,1,9,Yes
Sales,4391.282402,Travel_Frequently,No,1,2,9,Yes
Sales,5251.732429,Travel_Rarely,No,2,1,11,No
Human Resources,4657.63171,Travel_Frequently,No,3,3,8,No
Research & Development,5319.566034,Non-Travel,Yes,2,4,13,No
Human Resources,4623.617604,Travel_Rarely,Yes,3,1,8,Yes
Sales,5512.911782,Travel_Frequently,No,2,2,11,No
Research & Development,4569.142397,Travel_Rarely,Yes,3,4,9,Yes
Research & Development,4861.10284,Travel_Frequently,No,1,1,11,Yes
Sales,5570.477115,Non-Travel,Yes,2,3,9,No
Research & Development,5105.440602,Non-Travel,No,4,1,9,No
Research & Development,5135.904488,Travel_Rarely,Yes,3,1,9,Yes
Human Resources,4485.19262,Travel_Frequently,No,4,4,7,No
Sales,4052.694159,Travel_Frequently,Yes,1,2,10,Yes
Sales,4119.691248,Travel_Rarely,Yes,4,3,5,Yes
Research & Development,4552.236364,Travel_Frequently,No,1,3,10,Yes
Research & Development,5139.375352,Travel_Frequently,No,2,1,12,No
Human Resources,4696.355819,Travel_Rarely,No,1,2,9,No
Human Resources,5350.743751,Non-Travel,No,4,3,9,No
Research & Development,4208.281493,Travel_Frequently,Yes,3,4,8,Yes
Research & Development,5294.321328,Travel_Rarely,No,2,2,9,No
Human Resources,5089.974544,Travel_Rarely,Yes,1,3,11,Yes
Research & Development,5256.490646,Travel_Frequently,Yes,3,4,10,Yes
Sales,4463.575585,Travel_Frequently,Yes,2,1,10,Yes
Sales,5572.750747,Travel_Frequently,Yes,1,2,8,Yes
Sales,4843.342893,Non-Travel,Yes,1,3,10,No
Research & Development,5073.286096,Travel_Rarely,No,1,4,9,No
Research & Development,5504.605507,Non-Travel,No,4,3,10,No
Sales,5171.861154,Non-Travel,No,1,2,11,No
Research & Development,5217.857232,Travel_Rarely,Yes,1,2,12,No
Human Resources,4241.856074,Non-Travel,No,3,1,7,Yes
Sales,4926.12788,Travel_Rarely,Yes,3,2,10,Yes
Human Resources,4889.757655,Non-Travel,Yes,2,4,10,No
Research & Development,4753.914856,Non-Travel,No,1,1,6,Yes
Sales,5462.179319,Travel_Rarely,No,2,3,9,No
Human Resources,5522.263697,Non-Travel,Yes,2,2,12,No
Research & Development,5342.534524,Travel_Frequently,Yes,2,2,10,Yes
Sales,4665.002961,Travel_Frequently,No,4,4,12,No
Research & Development,4787.60117,Non-Travel,Yes,3,1,13,No
Sales,3882.021831,Travel_Rarely,Yes,4,1,12,Yes
Sales,5674.913715,Travel_Rarely,No,1,4,10,No
Sales,4236.792041,Travel_Rarely,Yes,2,3,9,Yes
Research & Development,4978.536562,Travel_Frequently,No,4,1,10,No
Human Resources,5002.186355,Travel_Rarely,Yes,4,3,11,No
Research & Development,4984.03947,Travel_Frequently,Yes,2,4,11,Yes
Sales,5291.445295,Travel_Frequently,Yes,2,4,9,No
Research & Development,3836.34849,Travel_Rarely,No,1,1,12,Yes
Human Resources,4401.417434,Non-Travel,No,4,3,11,No
Research & Development,4759.970204,Travel_Rarely,No,1,1,11,No
Sales,4684.273409,Non-Travel,No,1,2,10,No
Human Resources,4547.645949,Travel_Rarely,No,4,1,11,No
Human Resources,4870.160441,Non-Travel,Yes,1,3,9,Yes
Sales,5222.207639,Travel_Rarely,No,1,4,12,No
Human Resources,5421.685647,Non-Travel,No,4,3,11,No
Human Resources,5153.434958,Non-Travel,No,4,2,11,No
Sales,5403.756153,Non-Travel,No,2,3,11,No
Sales,5019.153362,Travel_Rarely,Yes,4,3,14,No
Sales,5281.385091,Non-Travel,Yes,4,4,6,No
Human Resources,4500.12525,Travel_Frequently,Yes,3,2,10,Yes
Sales,5049.061352,Travel_Rarely,No,2,1,11,Yes
Research & Development,4440.565157,Non-Travel,Yes,2,1,13,Yes
Human Resources,5041.731879,Non-Travel,Yes,4,4,11,No
Research & Development,4717.039744,Travel_Frequently,No,3,4,9,No
Research & Development,4277.259075,Travel_Rarely,No,1,4,6,Yes
Sales,5127.31056,Travel_Frequently,No,2,2,10,No
Human Resources,5264.491817,Non-Travel,Yes,3,1,8,Yes
Research & Development,4583.384785,Travel_Rarely,Yes,4,2,10,Yes
Human Resources,5601.599,Travel_Frequently,Yes,2,3,13,No
Human Resources,4166.533866,Travel_Rarely,Yes,2,2,8,Yes
Sales,5294.838084,Travel_Rarely,No,3,4,10,No
Sales,5779.020632,Non-Travel,No,3,2,8,No
Human Resources,4753.90493,Non-Travel,No,1,1,12,No
Research & Development,5642.343472,Travel_Rarely,No,2,2,13,No
Sales,6473.612075,Travel_Frequently,Yes,4,4,7,No
Sales,4103.893983,Non-Travel,No,4,2,9,Yes
Human Resources,4722.787265,Travel_Frequently,Yes,2,2,12,Yes
Human Resources,4935.090955,Travel_Frequently,Yes,3,4,9,Yes
Sales,4478.462271,Non-Travel,No,2,1,10,Yes
Research & Development,5081.838753,Travel_Rarely,No,2,1,10,No
Research & Development,4954.105778,Non-Travel,Yes,4,1,8,No
Sales,5295.94655,Non-Travel,No,1,4,9,No
Sales,5512.925005,Non-Travel,Yes,3,1,14,No
Research & Development,4460.800787,Travel_Rarely,No,3,3,8,Yes
Human Resources,4769.143533,Travel_Rarely,Yes,3,3,13,No
Human Resources,5696.576579,Travel_Rarely,Yes,4,4,13,No
Human Resources,5118.757519,Travel_Rarely,Yes,1,4,11,Yes
Human Resources,4352.905296,Travel_Frequently,Yes,1,4,9,Yes
Human Resources,5580.426557,Non-Travel,No,1,2,11,No
Human Resources,4379.741533,Non-Travel,Yes,1,4,9,Yes
Human Resources,4400.197682,Non-Travel,No,2,1,10,Yes
Research & Development,4856.714179,Travel_Rarely,No,4,4,11,No
Research & Development,4735.438779,Travel_Rarely,Yes,2,1,11,Yes
Research & Development,5139.91785,Travel_Frequently,Yes,2,1,6,Yes
Research & Development,5490.329367,Non-Travel,Yes,1,2,5,Yes
Sales,5438.843312,Travel_Frequently,No,3,3,7,No
Sales,5430.94488,Travel_Frequently,Yes,2,1,12,Yes
Research & Development,4896.353895,Travel_Frequently,Yes,3,3,12,Yes
Research & Development,4837.034658,Non-Travel,No,4,1,7,No
Sales,5383.953043,Non-Travel,Yes,3,3,6,No
Sales,5349.120448,Non-Travel,No,1,4,8,No
Research & Development,5076.807043,Non-Travel,No,3,2,9,No
Sales,3844.75692,Travel_Rarely,No,1,1,7,Yes
Research & Development,5625.186584,Travel_Rarely,No,3,1,13,No
Research & Development,5445.590605,Travel_Rarely,No,2,4,10,No
Sales,5411.552777,Travel_Frequently,Yes,4,4,13,No
Sales,4354.277786,Travel_Rarely,No,1,3,8,Yes
Sales,5280.896846,Non-Travel,Yes,4,3,17,No
Sales,4659.783798,Non-Travel,Yes,1,4,9,Yes
Research & Development,4984.176609,Travel_Rarely,Yes,1,1,12,Yes
Research & Development,4774.976888,Travel_Rarely,Yes,4,1,11,Yes
Research & Development,5480.162048,Non-Travel,No,2,1,9,No
Research & Development,4376.121609,Travel_Frequently,No,2,2,8,Yes
Research & Development,5052.698393,Non-Travel,No,3,3,10,No
Research & Development,5101.15852,Travel_Frequently,Yes,2,4,15,No
Human Resources,3447.817192,Travel_Frequently,Yes,3,4,12,Yes
Sales,4623.812402,Non-Travel,No,1,2,10,No
Human Resources,4408.101066,Non-Travel,No,2,4,11,No
Sales,4557.799266,Non-Travel,No,3,3,8,No
Human Resources,5533.798339,Travel_Frequently,Yes,3,1,10,Yes
Research & Development,5147.244612,Travel_Rarely,No,1,3,10,No
Sales,4411.769829,Non-Travel,No,1,3,10,No
Research & Development,4480.578925,Non-Travel,Yes,2,1,14,No
Research & Development,4096.689747,Travel_Rarely,No,4,2,11,No
Sales,4956.078757,Travel_Rarely,Yes,4,2,6,Yes
Human Resources,5097.97411,Travel_Rarely,No,2,1,10,Yes
Research & Development,4805.062149,Travel_Frequently,No,1,4,12,No
Sales,5401.041867,Non-Travel,Yes,3,1,11,No
Research & Development,5408.507802,Travel_Rarely,Yes,1,3,12,Yes
Research & Development,5059.765273,Travel_Rarely,No,1,1,8,Yes
Research & Development,5213.779978,Travel_Rarely,Yes,1,3,10,No
Research & Development,5464.033002,Non-Travel,No,2,2,11,No
Human Resources,5462.949864,Travel_Rarely,No,3,2,8,No
Research & Development,4825.614619,Non-Travel,Yes,1,2,12,Yes
Human Resources,5305.1005,Non-Travel,No,3,4,13,No
Research & Development,4105.633833,Travel_Rarely,Yes,3,1,10,Yes
Human Resources,4102.610764,Travel_Frequently,Yes,2,1,10,Yes
Human Resources,5423.069481,Travel_Frequently,No,4,3,7,No
Sales,3812.406924,Travel_Rarely,Yes,4,4,5,Yes
Sales,5064.124513,Non-Travel,No,4,2,12,No
Sales,5012.080435,Travel_Frequently,Yes,2,4,12,Yes
Sales,4869.695811,Non-Travel,Yes,3,4,9,No
Sales,5248.522845,Travel_Frequently,No,3,3,8,No
Research & Development,4450.124356,Non-Travel,Yes,3,3,13,No
Research & Development,5683.180714,Travel_Rarely,Yes,1,3,7,Yes
Research & Development,5174.070971,Non-Travel,No,3,2,11,No
Human Resources,5337.559773,Travel_Rarely,No,4,1,12,No
Sales,5254.376472,Non-Travel,No,2,1,8,No
Research & Development,4841.961266,Travel_Frequently,No,4,4,7,No
Research & Development,4331.802135,Non-Travel,No,4,2,10,No
Human Resources,4486.568504,Travel_Rarely,Yes,2,3,9,Yes
Research & Development,4850.468293,Travel_Rarely,No,1,2,9,No
Human Resources,5934.525497,Non-Travel,Yes,3,2,10,No
Sales,4717.81041,Travel_Frequently,Yes,1,4,13,Yes
Human Resources,4988.606041,Travel_Rarely,No,4,3,12,No
Sales,4369.043748,Travel_Frequently,No,4,3,11,No
Sales,5318.21941,Travel_Rarely,Yes,3,4,11,No
Research & Development,4604.361408,Non-Travel,No,3,4,11,No
Human Resources,4813.868159,Travel_Rarely,No,3,3,13,No
Human Resources,5442.584465,Non-Travel,No,3,3,7,No
Sales,5461.33119,Travel_Rarely,No,4,1,8,No
Human Resources,5672.358621,Travel_Rarely,No,2,2,10,No
Sales,4932.52497,Non-Travel,Yes,1,4,9,Yes
Sales,4370.135087,Travel_Rarely,Yes,3,4,10,Yes
Research & Development,4074.503489,Travel_Frequently,No,3,1,7,Yes
Sales,4798.861596,Travel_Rarely,Yes,3,4,11,No
Sales,4497.715473,Travel_Frequently,No,2,2,10,Yes
Research & Development,5089.381742,Non-Travel,No,4,1,9,No
Sales,4462.276277,Non-Travel,Yes,3,2,12,Yes
Human Resources,5067.333094,Travel_Rarely,No,1,4,8,No
Research & Development,5565.969378,Travel_Rarely,Yes,3,2,12,No
Research & Development,4567.610339,Non-Travel,Yes,1,4,7,No
Research & Development,5156.883849,Non-Travel,No,1,2,15,No
Human Resources,5111.705955,Non-Travel,Yes,1,3,9,No
Research & Development,5704.434837,Travel_Rarely,No,2,3,10,No
Human Resources,4423.472681,Travel_Frequently,Yes,3,3,12,Yes
Human Resources,5004.145056,Travel_Frequently,Yes,2,2,12,Yes
Research & Development,4178.431546,Travel_Frequently,No,1,1,11,Yes
Human Resources,4479.787778,Travel_Frequently,No,3,1,10,Yes
Research & Development,4521.791119,Non-Travel,Yes,1,3,11,Yes
Research & Development,4840.8656,Travel_Frequently,Yes,2,4,9,Yes
Sales,4869.733371,Travel_Rarely,No,4,2,9,No
Research & Development,4775.590931,Travel_Rarely,No,1,1,10,Yes
Human Resources,5581.980178,Travel_Frequently,Yes,3,4,12,No
Research & Development,4888.415501,Travel_Rarely,Yes,1,1,12,Yes
Research & Development,6159.677918,Travel_Frequently,Yes,3,2,13,No
Human Resources,5385.447687,Travel_Frequently,No,3,4,7,No
Sales,5528.031223,Non-Travel,Yes,3,1,12,No
Research & Development,4530.540066,Travel_Rarely,Yes,3,3,12,Yes
Sales,3985.565091,Non-Travel,Yes,3,4,11,No
Sales,4293.479069,Travel_Frequently,Yes,1,4,12,Yes
Sales,4441.069258,Non-Travel,No,4,1,9,No
Human Resources,5298.356062,Travel_Frequently,No,3,4,9,No
Research & Development,5773.722841,Travel_Rarely,Yes,3,3,4,No
Human Resources,4490.979461,Travel_Frequently,Yes,1,1,8,Yes
Human Resources,4965.608864,Travel_Frequently,No,1,4,10,Yes
Research & Development,4623.131347,Non-Travel,No,1,1,12,No
Sales,5824.33313,Travel_Rarely,Yes,4,1,7,Yes
Research & Development,5476.876473,Travel_Rarely,No,1,1,11,No
Sales,4511.756261,Travel_Rarely,No,4,1,13,No
Sales,6146.387174,Non-Travel,No,3,2,7,No
Human Resources,3946.913926,Travel_Rarely,Yes,1,3,9,Yes
Human Resources,4730.625491,Travel_Rarely,No,2,1,10,Yes
Research & Development,4999.391754,Travel_Frequently,Yes,2,1,8,Yes
Sales,4856.014907,Travel_Rarely,No,4,4,11,No
Human Resources,4942.617817,Non-Travel,Yes,2,3,11,Yes
Research & Development,3548.721255,Non-Travel,Yes,4,1,7,Yes
Sales,3851.487962,Travel_Frequently,No,2,2,8,Yes
Sales,4995.930788,Non-Travel,Yes,2,1,6,Yes
Sales,5161.833392,Travel_Rarely,No,4,3,6,No
Human Resources,5643.944889,Travel_Frequently,No,1,3,12,No
Research & Development,4879.021593,Non-Travel,No,2,2,13,No
Human Resources,5175.206542,Non-Travel,Yes,1,4,10,No
Human Resources,5219.743324,Travel_Rarely,No,4,2,8,No
Human Resources,4789.791987,Travel_Rarely,Yes,2,3,12,Yes
Human Resources,5305.27259,Travel_Rarely,Yes,1,4,14,No
Sales,4286.6411,Travel_Rarely,No,3,2,13,Yes
Sales,4914.980073,Travel_Frequently,Yes,3,3,14,Yes
Human Resources,4424.558349,Travel_Frequently,No,2,2,6,Yes
Research & Development,4929.389923,Non-Travel,No,3,1,11,No
Research & Development,4431.5017,Non-Travel,Yes,2,1,10,Yes
Sales,5671.486384,Travel_Frequently,Yes,1,2,7,Yes
Research & Development,5647.779463,Travel_Rarely,Yes,4,2,8,Yes
Research & Development,4822.502944,Non-Travel,No,1,2,6,Yes
Sales,5527.950507,Travel_Rarely,Yes,1,1,11,Yes
Research & Development,5372.088598,Non-Travel,Yes,4,1,11,No
Human Resources,5267.456267,Travel_Frequently,Yes,1,4,12,Yes
Human Resources,5011.952571,Non-Travel,Yes,1,1,14,Yes
Research & Development,4854.517117,Non-Travel,No,3,1,10,No
Sales,4676.753354,Travel_Rarely,No,4,4,12,No
Sales,5830.473155,Non-Travel,Yes,2,2,11,No
Sales,5159.155534,Travel_Rarely,Yes,1,3,10,Yes
Human Resources,4802.21914,Travel_Frequently,Yes,3,2,11,Yes
Human Resources,5180.871433,Non-Travel,Yes,1,1,7,Yes
Sales,4851.295834,Non-Travel,Yes,3,4,13,No
Research & Development,5275.19956,Travel_Rarely,Yes,4,3,12,No
Human Resources,5038.893074,Travel_Frequently,No,3,3,8,No
Human Resources,4728.170563,Travel_Frequently,No,4,3,9,No
Sales,5113.659673,Travel_Rarely,Yes,1,2,15,No
Sales,5084.410505,Travel_Rarely,Yes,1,3,9,Yes
Sales,4857.864092,Non-Travel,No,3,1,10,No
Sales,4744.85788,Travel_Frequently,No,3,4,11,No
Human Resources,4054.220264,Non-Travel,Yes,1,3,8,Yes
Sales,5373.240482,Travel_Frequently,No,4,4,11,No
Research & Development,4897.33586,Travel_Frequently,Yes,2,3,8,Yes
Research & Development,5366.768629,Non-Travel,Yes,4,4,11,No
Sales,5752.295901,Non-Travel,No,3,2,10,No
Human Resources,4830.492234,Travel_Rarely,Yes,2,2,10,Yes
Sales,4824.972675,Travel_Frequently,Yes,2,2,14,Yes
Sales,4522.041299,Travel_Frequently,Yes,3,4,7,Yes
Sales,4857.519507,Travel_Frequently,Yes,3,3,12,Yes
Sales,5355.088854,Travel_Frequently,No,2,2,10,No
Sales,4107.256923,Travel_Frequently,No,3,4,10,No
Research & Development,4383.529124,Travel_Frequently,No,4,2,12,No
Sales,4956.333879,Non-Travel,No,1,3,9,No
Human Resources,5296.653545,Non-Travel,Yes,4,2,8,No
Research & Development,4305.983024,Travel_Frequently,No,1,2,12,Yes
Research & Development,4572.109225,Travel_Frequently,No,1,4,9,No
Sales,5064.405383,Travel_Frequently,No,4,4,12,No
Human Resources,4723.467543,Travel_Frequently,Yes,2,2,9,Yes
Sales,5218.195413,Travel_Rarely,No,2,2,11,No
Human Resources,4846.913626,Travel_Rarely,No,3,2,13,No
Research & Development,5289.996908,Non-Travel,Yes,2,3,8,Yes
Research & Development,5185.31779,Non-Travel,Yes,1,1,14,No
Sales,5341.623889,Travel_Rarely,No,1,1,13,Yes
Human Resources,3954.444225,Travel_Frequently,Yes,4,2,10,Yes
Research & Development,5426.276489,Travel_Rarely,No,1,3,9,No
Research & Development,3938.626356,Travel_Rarely,No,2,3,12,Yes
Sales,4593.841438,Travel_Rarely,No,2,4,7,No
Sales,5357.384515,Travel_Rarely,Yes,2,4,10,No
Sales,5218.202169,Travel_Rarely,No,1,2,6,No
Human Resources,5022.181131,Travel_Frequently,No,4,3,12,No
Human Resources,4126.092273,Non-Travel,Yes,2,2,9,Yes
Sales,5221.998173,Non-Travel,Yes,4,4,9,No
Research & Development,5020.113639,Non-Travel,Yes,2,4,10,No
Sales,4781.116949,Non-Travel,Yes,4,2,10,No
Human Resources,4919.896264,Travel_Frequently,Yes,2,1,7,Yes
Human Resources,5674.255022,Travel_Frequently,Yes,2,2,10,Yes
Human Resources,5220.936541,Travel_Frequently,Yes,4,1,14,Yes
Human Resources,5578.48563,Travel_Frequently,No,3,1,14,No
Sales,4502.385758,Non-Travel,No,4,3,7,No
Sales,4944.147721,Travel_Frequently,Yes,3,1,10,Yes
Research & Development,3828.168777,Travel_Rarely,No,4,2,15,No
Research & Development,6085.22578,Non-Travel,No,3,4,5,No
Sales,4847.277338,Non-Travel,No,1,2,10,No
Human Resources,5148.300205,Non-Travel,No,4,2,8,No
Sales,4291.644267,Travel_Frequently,No,3,2,10,No
Sales,5548.72775,Non-Travel,No,1,1,9,No
Research & Development,4606.850746,Non-Travel,Yes,2,3,7,Yes
Research & Development,4637.732007,Travel_Rarely,Yes,2,3,11,Yes
Sales,4345.945184,Travel_Rarely,Yes,4,2,6,Yes
Human Resources,5375.609403,Travel_Frequently,Yes,2,4,11,No
Human Resources,5588.670281,Non-Travel,No,2,4,11,No
Human Resources,5343.448358,Travel_Frequently,No,1,2,11,No
Research & Development,4422.208728,Travel_Frequently,Yes,4,1,6,Yes
Research & Development,4469.495102,Non-Travel,Yes,1,2,9,Yes
Human Resources,4415.088366,Travel_Frequently,No,3,1,8,Yes
Research & Development,4399.676158,Travel_Rarely,No,2,1,10,Yes
Research & Development,4467.722648,Non-Travel,Yes,2,1,9,Yes
Human Resources,4193.561257,Non-Travel,No,4,1,12,No
Sales,4771.342681,Travel_Frequently,Yes,2,4,12,Yes
Human Resources,5361.065915,Travel_Frequently,Yes,1,2,9,Yes
Human Resources,3933.094808,Travel_Frequently,Yes,3,3,12,Yes
Human Resources,4876.169088,Travel_Rarely,Yes,1,4,9,Yes
Sales,4968.493664,Non-Travel,Yes,1,4,8,No
Sales,4149.729981,Non-Travel,Yes,4,2,9,Yes
Research & Development,4627.249027,Travel_Rarely,No,1,1,12,Yes
Sales,5027.138014,Travel_Rarely,Yes,1,1,10,Yes
Research & Development,5118.51604,Travel_Frequently,Yes,3,1,10,Yes
Research & Development,4493.487581,Non-Travel,Yes,4,1,10,Yes
Sales,5444.383623,Non-Travel,No,1,2,11,No
Human Resources,5164.100656,Travel_Rarely,No,4,3,9,No
Sales,5442.520513,Travel_Rarely,No,1,4,7,No
Sales,5396.798139,Travel_Rarely,No,3,4,14,No
Human Resources,4939.416307,Travel_Rarely,Yes,1,2,10,Yes
Research & Development,4852.125618,Travel_Frequently,Yes,2,2,11,Yes
Research & Development,4004.985653,Non-Travel,Yes,1,4,9,Yes
Research & Development,4204.444555,Non-Travel,No,1,4,11,Yes
Sales,4803.805449,Travel_Frequently,No,4,2,7,No
Research & Development,5494.075916,Travel_Rarely,No,1,2,9,No
Sales,5309.846857,Travel_Rarely,Yes,4,3,11,No
Research & Development,5049.733802,Travel_Rarely,Yes,4,4,12,No
Sales,4919.630147,Non-Travel,No,1,1,11,No
Sales,5095.232671,Travel_Frequently,Yes,4,3,8,Yes
Sales,4906.106262,Travel_Frequently,No,4,2,9,No
Human Resources,4595.41558,Travel_Frequently,Yes,1,4,9,Yes
Research & Development,5296.905543,Travel_Frequently,Yes,2,3,4,Yes
Research & Development,4874.242763,Non-Travel,No,3,3,11,No
Research & Development,4531.400159,Travel_Frequently,No,1,2,13,Yes
Research & Development,4579.333915,Non-Travel,Yes,1,2,10,Yes
Research & Development,4904.356966,Travel_Frequently,No,3,3,6,No
Research & Development,4662.0705,Travel_Frequently,No,3,2,10,Yes
Human Resources,4806.863018,Travel_Frequently,Yes,3,1,11,Yes
Human Resources,5778.479954,Travel_Rarely,No,4,1,10,No
Sales,4880.579791,Non-Travel,No,1,3,11,No
Sales,4467.5147,Travel_Frequently,No,4,1,10,No
Research & Development,4749.895759,Travel_Rarely,Yes,3,1,13,Yes
Human Resources,5597.08846,Travel_Frequently,Yes,3,2,10,Yes
Human Resources,4796.584215,Non-Travel,No,3,4,16,No
Human Resources,5463.02945,Non-Travel,No,3,4,11,No
Research & Development,4902.17008,Non-Travel,No,4,4,10,No
Sales,4901.959648,Travel_Frequently,Yes,2,1,12,Yes
Sales,4738.449106,Non-Travel,Yes,3,3,9,No
Sales,4308.283477,Travel_Frequently,Yes,2,2,10,Yes
Sales,4252.099596,Non-Travel,No,4,3,8,No
Research & Development,4728.51218,Travel_Rarely,No,2,4,10,No
Research & Development,5134.001112,Travel_Frequently,No,1,4,15,No
Research & Development,5612.744138,Travel_Rarely,Yes,1,3,11,No
